index,recipe_name,sentence1,sentence2,label
9138,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,cook for only a couple of minutes.,Bake in a preheated oven at 220 C for 25-30 minutes.,2
9139,curly-endive-and-rice-soup,Pour in remaining stock and rice;,Season to taste;,2
9140,Carrot_cake_recipe_-_All_recipes_UK,Grease and flour a 23x33cm baking tin.,"Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.",2
9141,Italian_style_pizza_recipe_-_All_recipes_UK,Alternately you can blitz all the ingredients in a mini blender.,Next add 50 to 60g of grated mozzarella.,2
9142,"Easy_rocket,_cherry_tomato_and_pinenut_salad_recipe_-_All_recipes_UK",Season with salt and pepper to taste.,"Divide salad onto plates, and top with slices of avocado.",2
9143,baked-onion-bhajis,"Bake on the middle shelf of the oven for 20-25 minutes, drizzle a little oil on top of the bhajis and bake for an additional 25 minutes or until golden brown.","Serve hot, enjoy!",2
9144,spinach-and-salmon-timbales,"Preheat the oven to 200°C (400°F, gas mark 6).",Place in the oven and bake for 20 minutes.,2
9145,Lemon_drizzle_loaf_recipe_-_All_recipes_UK,"Sift the flour, baking powder, sugar and cornflour into a large mixing bowl and beat with an electric hand whisk until evenly mixed.",Prick the surface of the cooled loaf all over with a fork.,2
9146,cinnamon-nut-crunch-cake,Combine topping ingredients in a separate bowl.,Bake at 190 C / Gas 5 for about 30 minutes.,2
9147,salted-pork-fried-rice,"Turn the heat down to medium, add the pork and stir well.",Stir-fry the pork until the fat from the pork is rendered.,2
9148,mango-crumble,"Prepare the topping: In a large bowl, combine flour, oats, the 120g brown sugar, nutmeg, and crystallized ginger.","Bake in preheated oven until the fruit is bubbling and the topping is crisp and lightly browned, about 45 minutes.",2
9149,Carrot_and_fresh_coriander_soup_recipe_-_All_recipes_UK,Saute the carrots and onion for a few minutes until the onion has softened a little.,"Puree the soup until smooth, using a hand blender or food processor.",2
9150,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,Bring a large pot of lightly salted water to the boil.,"Pour half of the pasta mixture into the baking dish, and cover with another 1/3 of the pasta sauce.",2
9151,indian-coconut--almond-and-poppy-seed-pudding---gasagage-payasa,pour enough water over the mixture to cover by about 2.5cm.,Stir the paste into the syrup;,2
9152,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,"In a large frying pan, heat 1 tablespoon oil over high heat.",Set aside.,2
9153,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,"Turn the dough out into a bowl, cover and leave in a warm until the dough doubles in size, about 30 minutes.",Arrange the slices in an 18cm cake tin.,2
9154,creamy-lemon-chicken,Place the chicken breasts in the skillet.,Cover and cook on medium low for 15 minutes or until chicken breasts are cooked through.,2
9155,vodka-penne,Heat the olive oil in a large saucepan over medium heat.,"Reduce heat to low, stir in the Pecorino Romano cheese and simmer for 2 hours, stirring occasionally.",2
9156,pete-s-pulled-pork--slow-cooker-style,"Place the lid on, turn the slow cooker onto its highest setting and cook for a minimum of 6 hours.",Add the shredded pork back into the slow cooker and add 1 to 2 cups of the stock and mix it in.,2
9157,Spicy_parsnip_soup_recipe_-_All_recipes_UK,Add to pan and stir well.,Stir in the cream and warm through.,2
9158,creamy-lemon-chicken,Turn the heat to medium low.,Test the sauce and season with salt and pepper as needed.,2
9159,cinnamon-peach-verrines,Boil water in large saucepan and immerse the whole peaches.,Cover glasses with cling film and chill in fridge for at least 2 hours (preferably overnight).,2
9160,cinnamon-peach-verrines,"Cook until soft, then transfer them to a bowl filled with cold water.",Peel peaches when cooled (they should peel easily) and remove stones.,2
9161,sprouted-mung-bean-salad,Add mustard seeds and asafoetida.,Pour on the salad and stir well.,2
9162,Clone_of_a_cinnabon_recipe_-_All_recipes_UK,Roll up dough and cut into 12 slices.,Spread icing on warm rolls before serving.,2
9163,spinach-lamb-curry,Heat the ghee in a large frying pan over medium heat.,"Serve immediately, with an additional tablespoon of ghee for added richness, if desired.",2
9164,sweet-potato-and-bean-soup,Add the stock and bring to the boil.,Ladle into a blender or food processor and purée until smooth.,2
9165,spinach-and-salmon-timbales,Shake the pan occasionally so that the spinach cooks evenly.,"Add half of the beaten egg, the nutmeg and seasoning to taste, and mix thoroughly.",2
9166,pete-s-pulled-pork--slow-cooker-style,The oil can be a bit spitty but I think it was worth it for the extra flavour.,"Place the lid on, turn the slow cooker onto its highest setting and cook for a minimum of 6 hours.",2
9167,classic-arrabbiata-sauce,Heat oil in a large frying pan over medium heat.,Ladle over the hot cooked pasta of your choice.,2
9168,spinach-and-salmon-timbales,Drain and rinse under cold water.,"Lay 2 lasagne strips in each spinach-lined ramekin, overlapping them in a cross shape.",2
9169,Pancakes_for_Pancake_Tuesday_recipe_-_All_recipes_UK,Sift the flour and salt into a mixing bowl.,Add the remaining milk and whisk until the batter is smooth.,2
9170,cinnamon-nut-crunch-cake,"Grease and base line a 23cm (9 "") square cake tin with baking parchment.",Spread half thin layer of the cake mix in the bottom.,2
9171,warm-potato-salad-with-mackerel,"Cover with boiling water from the kettle, return to the boil and simmer for 15 minutes or until the potatoes are just tender.","Drain the potatoes in a colander, then add to the bowl and mix everything together.",2
9172,thai-omelette,Whisk together eggs and fish sauce.,"Once hot, pour in the egg mixture and reduce heat to medium.",2
9173,penne-pasta-with-four-cheeses,Add the cream and stir well.,Season to taste.,2
9174,salmon-fillet-in-a-lemon-thyme-cream-sauce,Stir for 4 to 6 minutes.,Serve immediately.,2
9175,kahlua-bread-pudding,"In a large bowl, beat eggs, 100g sugar, vanilla, almond extract and salt.",Pour some boiling water in the large pan halfway up the side of the smaller baking dish.,2
9176,mushroom-and-white-wine-risotto,"Drain any excess juices from the mushrooms, then add the mushrooms to the risotto along with the Parmesan.","Stir to combine, then season to taste with salt and pepper.",2
9177,My_yummy_lemon_cheesecake_recipe_-_All_recipes_UK,I use an electric mixer and usually spend about 10 minutes mixing these ingredients together.,"Pour onto your chilled base, then return to the fridge for a few hours for it to set.",2
9178,japanese-chicken-and-tofu-burgers,"Let cool, then squeeze the paper and drain excess water from the tofu very well.","Add the burgers to the heated frying pan, and put a lid on.",2
9179,japanese-chicken-and-tofu-burgers,Combine tofu and mince in a large bowl.,"To check the doneness, press one of the patties with a spatula, and if you see clear juice coming out, it's done.",2
9180,kahlua-bread-pudding,Set aside.,Serve warm.,2
9181,veggie-burgers,Heat 2 tbsp of the oil in a large non-stick frying pan.,Shape the mixture into 4 thick burgers about 10 cm (4 in) in diameter.,2
9182,family-friendly-cottage-pie,Bring to the boil and cook till tender.,Top with the mashed potato and level out with a fork.,2
9183,Melt_in_the_middle_chocolate_pudding_cakes_recipe_-_All_recipes_UK,"Dust well with the cocoa powder, then shake off any excess.",Run a knife around the edge of each cake and turn out onto plates.,2
9184,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Gradually whisk in half the caster sugar, then whisk for 1 minute.",Transfer the mixture to the prepared tin and level the top.,2
9185,Lemon_mackerel_pâté_recipe_-_All_recipes_UK,"For a smooth version, combine the ingredients in a food processor and process.","Just before serving, top each with a sprig of parsley and serve with lemon wedges.",2
9186,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Sprinkle over remaining Cheddar cheese.,Serve warm.,2
9187,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,Cut into 3cm slices.,Cover and leave to rise in a warm place for 15 to 20 minutes.,2
9188,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,Place a wok or a large frying pan over a high heat.,"Stir in the soy sauce mixture and as soon as the liquid is bubbling, mix in the drained noodles and finally the meat.",2
9189,kahlua-bread-pudding,"Bring dark brown soft sugar, butter and golden syrup to the boil in a large pan.",Pour over moistened bread cubes.,2
9190,easy-chicken-coconut-curry,"Cook chicken in hot oil, being careful not to put too much in the pan at once, so that they brown evenly.",Add the curry paste and chilli flakes and mix well to distribute the spices throughout the pan mixture.,2
9191,indian-coconut--almond-and-poppy-seed-pudding---gasagage-payasa,Grind the almond mixture with the coconut into a paste using a mortar and pestle.,Stir the paste into the syrup;,2
9192,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,Place the cooked pasta in a medium bowl.,Sprinkle with the rest of the Cheddar and mozzarella cheeses.,2
9193,spinach-and-salmon-timbales,Cover and cook over a moderately high heat for 2-3 minutes (the water clinging to the leaves will provide enough moisture).,"Cut the remaining 2 strips of pasta across in half and lay a piece in each ramekin, pressing it in neatly on top of the salmon mixture.",2
9194,Italian_style_pizza_recipe_-_All_recipes_UK,Repeat with the other dough balls.,"Just put some olive oil in a bag and spread it around on the inside, then store the dough ball in the sealed bag in the freezer.",2
9195,Clone_of_a_cinnabon_recipe_-_All_recipes_UK,"Cover and let rise until nearly doubled, about 30 minutes.","Bake buns in preheated oven until golden brown, about 15 minutes.",2
9196,Emily's_famous_chocolate_shortbread_biscuits_recipe_-_All_recipes_UK,"In a large bowl, stir together the icing sugar, cocoa, flour and salt until well blended.","On a lightly floured surface, roll out dough to .5cm thickness and cut into desired shapes using biscuit cutters.",2
9197,Roast_leg_of_lamb_with_garlic_and_rosemary_recipe_-_All_recipes_UK,"Cut slits in the top of the leg of lamb every few inches, deep enough to push slices of garlic down into the meat.","Roast at 180 C / Gas mark 4, until the lamb is cooked to medium well.",2
9198,mint-roasted-rack-of-lamb,Preheat the oven to 200 C / Gas 6.,"Remove from the oven, transfer to a plate and let rest 10 minutes before slicing.",2
9199,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,Mix together well to coat the meat.,"Serve immediately, with extra soy sauce to sprinkle.",2
9200,coriander-chicken,"Meanwhile, place the coriander, cumin, chilli and lemon juice in a blender and purée until smooth, adding some water if necessary.",Remove from oven and combine the sauce in the dish with the reserved coriander mixture.,2
9201,indian-lentil-curry--patoli-,Drain and rinse.,"Add water as needed to help mash, but use as little as possible.",2
9202,bacon--prawn-and-sweetcorn-chowder,"Bring to a simmer over medium-high heat, then stir in cream cheese until melted.",Add the prawns and cook a minute or two to heat through.,2
9203,new-twist-tuna-nicoise-salad,"Brush a little olive oil (or if you prefer, rapeseed oil or avocado oil) over your tuna steak.","Once it is about 3mm ""white-edged"" (but still pink in the centre), take the tuna off the pan, let rest, and then slice thinly before adding to the salad.",2
9204,date-and-lemon-scones,Line large flat baking tray with baking parchment.,Press dough together gently and repeat using the remaining dough.,2
9205,light-chilli-con-carne,"Add the chopped onion, garlic, chilli, herbs and salt and pepper to the pan.",Pour in tomatoes and leave to cook for 12 to 15 minutes.,2
9206,beef-rolls-with-mushroom-stuffing,"Meanwhile, lay the beef slices between sheets of greaseproof paper or cling film and bash out as thinly as possible using a rolling pin.",Add the onion and celery to the oil remaining in the pan and gently cook for about 5 minutes until softened.,2
9207,beef-rolls-with-mushroom-stuffing,"For the stuffing, put the dried porcini mushrooms in a heatproof bowl, cover with boiling water and leave to soak for 20 minutes or until soft.","Add the chestnut mushrooms and fry for 5 minutes, stirring occasionally, then stir in the chopped porcini mushrooms and the remaining stuffing ingredients.",2
9208,peach-pudding,"Remove pan from heat and add the milk and peach juice a bit at a time, beating well until all combined and return pan to heat.",Place in the oven and cook for about 15 minutes or until golden brown.,2
9209,Ultimate_sponge_cake_recipe_-_All_recipes_UK,"Gradually add sugar, beating after each addition.",Loosen cake sides from tin with a spatula and shake loose.,2
9210,vanilla-cupcakes-with-vanilla-buttercream,"If the buttercream is too thin, add more icing sugar a teaspoon at a time.",Spread the buttercream over the cooled muffins with a knife.,2
9211,curly-endive-and-rice-soup,Soak in water until ready to use.,Add half of the stock and continue to simmer for 15 minutes.,2
9212,vanilla-cupcakes-with-vanilla-buttercream,Fill the muffin cups 2/3 full with the batter and bake in the preheated oven for about 17-20 minutes.,After 10 minutes turn around the muffin tray so that the cakes bake evenly.,2
9213,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,"Make the marinade by mixing together the sugar, salt, soy sauce and cornflour slurry.",Set aside.,2
9214,"Best_big,_fat,_chewy_chocolate_chip_cookies_recipe_-_All_recipes_UK","Beat in the vanilla, egg and egg yolk until light and creamy.",Cookies should be about 8cm apart.,2
9215,Peanut_chicken_satay_recipe_-_All_recipes_UK,Place the chicken in the marinade and refrigerate.,"Thread the chicken onto bamboo skewers, then cook for 5 minutes per side.",2
9216,Honeyed_Beef_Stew_recipe_-_All_recipes_UK,Remove from the heat.,Pour the ketchup mixture over the meat and vegetables.,2
9217,pasta-pesto,Heat olive oil in a pan; add chicken and cook until browned on all sides.,"Add the garlic, and season to your taste with salt and pepper.",2
9218,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,Set aside.,"Bake for 15 minutes in the preheated oven, or until a skewer inserted into the cake comes out clean.",2
9219,Italian_style_pizza_recipe_-_All_recipes_UK,Prepare your toppings as you wait for the dough to finish.,Repeat with the other dough balls.,2
9220,Carrot_cake_recipe_-_All_recipes_UK,"In a large bowl, beat together eggs, oil, caster sugar and 2 teaspoons vanilla.","Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.",2
9221,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,Roast for 1 hour.,"Add black pepper to taste, then add diced peppers for garnish, and enjoy.",2
9222,delicious-vanilla-cupcakes,Add the eggs bit by bit.,Stir well and add in the vanilla.,2
9223,sicilian-braccialoni,"Pound steak as thin as possible, around 5mm thick.",Pour passata over the roast and reduce heat to medium-low.,2
9224,Melt_in_the_middle_chocolate_pudding_cakes_recipe_-_All_recipes_UK,Take off the heat and leave to cool.,Bake for 15 minutes in the preheated oven.,2
9225,tomato-chutney-chicken-with-bacon,Spread 1 tablespoon of tomato chutney onto each of the chicken breasts.,Finally wrap each chicken breast with 2 slices of smoked bacon.,2
9226,easy-grilled-naan,"Let stand 10 minutes, till bubbly and frothy.","Punch down dough, and knead well.",2
9227,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Set the onions aside.,"Cover again and braise for a further 1-1¼ hours or until the beef, barley and vegetables are tender.",2
9228,Carrot_and_fresh_coriander_soup_recipe_-_All_recipes_UK,Saute the carrots and onion for a few minutes until the onion has softened a little.,Serve with crusty bread.,2
9229,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"In a small bowl, whisk together the eggs and oil.","Toss the pasta with the cooked spinach, egg mixture and breadcrumbs.",2
9230,creamy-cole-slaw,Toss the cabbage and carrots with salt together in a colander set over medium bowl.,"Pour the vegetables back into the colander, pressing (but not squeezing) on them to drain.",2
9231,creamy-chicken-and-sweetcorn-soup,"Remove from heat, cool slightly and strain.","Simmer 15 minutes, until potatoes are cooked and sweetcorn is tender.",2
9232,easy-chicken-coconut-curry,Cook onion until soft.,"Finally, add the coconut milk.",2
9233,avocado-egg-mayo,Mash the eggs with a fork in a mixing bowl.,"Add the avocado, onion, pickle, mustard and mayonnaise.",2
9234,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,Spread with apricot jam and then cover with the fruit filling mixture.,Roll up the dough like a Swiss roll.,2
9235,spinach-lamb-curry,"Add the lamb, increase heat to medium high, and cook for 10 minutes.","Serve immediately, with an additional tablespoon of ghee for added richness, if desired.",2
9236,Italian_style_pizza_recipe_-_All_recipes_UK,Put all the ingredients for the dough except for the semolina into a breadmaker in the order listed.,"Cook in the oven until the cheese is melted and golden, 5 to 8 minutes.",2
9237,beef-rolls-with-mushroom-stuffing,"Heat the remaining oil in the frying pan, add the beef olives and fry them on a moderate heat to brown them all over.",Pour in the beef stock and sherry and add the bay leaf.,2
9238,creamy-lemon-chicken,Cook for about 5-8 minutes on each side or until cooked throughout and no longer pink inside.,Serve chicken with sauce over cooked pasta.,2
9239,beef-rolls-with-mushroom-stuffing,"Add the onion and garlic and cook gently, stirring frequently, for 5 minutes, until golden brown.","Divide the stuffing equally among them, then roll up each slice around the stuffing and secure in place with wooden cocktail sticks.",2
9240,baked-tilapia-with-mango-salsa,Rinse the fish fillets and pat them dry.,"Bake for 10 to 12 minutes in the preheated oven, until fish can be flaked with a fork.",2
9241,easy-chicken-coconut-curry,Cut chicken fillets into pieces.,Add drained bamboo shoots.,2
9242,Lemon_drizzle_loaf_recipe_-_All_recipes_UK,"Sift the flour, baking powder, sugar and cornflour into a large mixing bowl and beat with an electric hand whisk until evenly mixed.",Pour the mixture into the pre-lined load tin and level the top with a spatula or the back of a spoon.,2
9243,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,"Stir in the onion and salt, cook until soft, 3-4 minutes.",Serve.,2
9244,kwarezimal,Heat and melt the margarine in a saucepan.,"When cold, kwarezimal is cut into oblong shapes and served with tea or coffee.",2
9245,smoked-cod--garlic-mash-and-parsley-sauce,"Melt the margarine in a saucepan, then add the flour to create a thick paste.","Lie cod on top, then pour parsley sauce all over.",2
9246,Honeyed_Beef_Stew_recipe_-_All_recipes_UK,Preheat oven to 180 C / Gas mark 4.,Bake in a preheated oven for 2 to 2 1/2 hours or until meat is tender.,2
9247,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,Fill a large pot with lightly salted water and bring to a rolling boil over high heat.,Serve the stir-fry over the noodles.,2
9248,kahlua-bread-pudding,"Heat milk and coffee liqueur in a small saucepan, then whisk into egg mixture.",Press bread cubes down again.,2
9249,creamy-cole-slaw,Toss the cabbage and carrots with salt together in a colander set over medium bowl.,"Let it stand until cabbage wilts, at least 1 hour and up to 4 hours.",2
9250,Perfect_apple_crumble_recipe_-_All_recipes_UK,Set the temperature of the oven to 150 C / gas 2.,Spoon a helping of crumble into a dish and serve with cream or ice cream.,2
9251,German_potato_salad_recipe_-_All_recipes_UK,Boil the potatoes until tender.,Add potatoes once they have cooled.,2
9252,baked-onion-bhajis,Add the onions and tomato puree into a bowl and mix.,"Bake on the middle shelf of the oven for 20-25 minutes, drizzle a little oil on top of the bhajis and bake for an additional 25 minutes or until golden brown.",2
9253,pete-s-pulled-pork--slow-cooker-style,Pour over the broth.,"Place the lid back on and let it all warm through again, about 20 minutes.",2
9254,wholesome-pumpkin-pancakes,Fold in walnuts.,Flip the pancakes over and continue cooking until the other side is golden brown.,2
9255,mint-chocolate-brownies,"In a small bowl over simmering water, or in the microwave, melt the remaining 90g of butter and the chocolate, stirring occasionally until smooth.","Cover, and chill for at least 1 hour before cutting into squares.",2
9256,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Set aside.,Remove the quesadilla from the frying pan and cut into quarters.,2
9257,mushroom-and-white-wine-risotto,Cook mushrooms in a frying pan with butter until soft.,"Drain any excess juices from the mushrooms, then add the mushrooms to the risotto along with the Parmesan.",2
9258,kahlua-bread-pudding,"In a large bowl, beat eggs, 100g sugar, vanilla, almond extract and salt.",Let stand 30 minutes.,2
9259,vanilla-cupcakes-with-vanilla-buttercream,For the buttercream: Beat the butter for 2-3 minutes until fluffy.,"If desired, decorate with grated chocolate, dragees or even hundreds and thousands.",2
9260,cheese-and-broccoli-calzones,Spread filling on one half of the circle leaving a border around it for closing.,Place on a lightly greased baking tray.,2
9261,sicilian-braccialoni,"Layer the prosciutto over the crumbs, sprinkle with remaining breadcrumbs and chopped hard-boiled eggs.",Sear the outside of the roast on all sides.,2
9262,japanese-scrambled-eggs-with-anchovies,"Add anchovies, mirin and soy sauce.",Adjust the taste of the broth with more mirin and soy sauce if you like.,2
9263,peach-pudding,"Remove pan from heat and add the milk and peach juice a bit at a time, beating well until all combined and return pan to heat.",Leave to cool and serve!,2
9264,Chinese_crispy_beef_stir_fry_recipe_-_All_recipes_UK,"Stir-fry for 30 seconds, then add the vegetables and toss these around for another 30 seconds.","Stir in the soy sauce mixture and as soon as the liquid is bubbling, mix in the drained noodles and finally the meat.",2
9265,Slow_cooked_chicken_korma_recipe_-_All_recipes_UK,Add all the spices and cook for a further minute.,Bring to the boil and then transfer to slow cooker pouring over chicken.,2
9266,norwegian-bacon-and-cabbage,Sprinkle a light dusting of flour and a pinch of caraway seeds.,Repeat layering as many times as possible until you run out of room.,2
9267,Homemade_Chicken_Soup_recipe_-_All_recipes_UK,"Place the chicken, carrots, celery and onion in a large soup pot; cover with cold water.",Take everything out of the pot; sieve the stock.,2
9268,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Heat a pan and sautÃ© chopped carrot, onion and celery in a little olive oil.",Make sure to leave enough bÃ©chamel sauce to cover the top layer completely.,2
9269,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"In a large bowl, cream together the butter and sugar until light and fluffy.",Refrigerate until ready to serve.,2
9270,barbecued-teriyaki-tuna-steaks,Seal the bag with as little air in it as possible.,Marinate for 30 minutes in the fridge.,2
9271,Thyme_roast_pork_with_cider_cream_sauce_recipe_-_All_recipes_UK,Remove thyme from roasting tray along with any excess fat.,"Stir in the cream, heat through but do not boil.",2
9272,cinnamon-nut-crunch-cake,"Lightly sift in flour, baking powder and salt, and fold in with a metal spoon.",Spread half thin layer of the cake mix in the bottom.,2
9273,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Add crumbs to a large bowl.,Enjoy and feel Christmasy!,2
9274,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","Heat the oil in a flameproof casserole, add the pork and fry, stirring frequently, for 5 minutes or until browned on all sides.",Pour in the cider or apple juice and add the bay leaf.,2
9275,layered-chicken-enchiladas,Dip 1 tortilla in enchilada sauce mixture and place in the bottom of a large baking dish.,Spread 1/2 the chicken mixture over tortilla layer.,2
9276,chicken-with-rustic-chips-and-butter-garlic-mushrooms,then finely chop the potatoes but not to thin or they will turn to crisps put all of them in the oven for 30 mins,put all the food on each plate and serve!,2
9277,japanese-chicken-and-tofu-burgers,"To check the doneness, press one of the patties with a spatula, and if you see clear juice coming out, it's done.","To serve, pour the mixture over the burgers and put shiso leaves on top.",2
9278,Ultimate_sponge_cake_recipe_-_All_recipes_UK,This should take about 10 minutes.,"Fold orange zest, orange juice and lemon extract into the egg mixture.",2
9279,curly-endive-and-rice-soup,cover and cook over medium heat until the curly endive is completed wilted.,Pour in remaining stock and rice;,2
9280,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Remove the quesadilla from the frying pan and cut into quarters.,Serve quesadillas with soured cream and remaining pico de gallo.,2
9281,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Heat the oil in a large flameproof casserole over a moderately high heat.,"Cover with a tight-fitting lid, transfer to the oven and braise for 45 minutes.",2
9282,walnut-biscotti-with-coconut,Divide dough into 2 pieces.,Slice the logs crosswise into 1.25cm wide slices.,2
9283,egg-and-bacon-breakfast-parcels,"Cut to fit 6 lids for each unit, butter side up.",Seal by gently pressing down and tucking bread into sides.,2
9284,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Whisk in the finely chopped oranges, then carefully fold in the ground almonds.","Check the cake after 20 minutes and again at 30 minutes, and cover lightly with foil if it is browning too quickly.",2
9285,walnut-biscotti-with-coconut,Roll each piece out into a log about 25cm long.,Slice the logs crosswise into 1.25cm wide slices.,2
9286,creamy-lemon-chicken,Remove from the skillet and set aside on a plate.,Return chicken breasts back to cream mixture.,2
9287,cantaloupe-frenzy,Place all ingredients in an electric blender and pur辿e until desired consistency.,Pour into tall glasses and serve immediately.,2
9288,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,Fill the paper cups 3/4's full.,Ice with your favourite icing when cool.,2
9289,veggie-burgers,Heat 2 tbsp of the oil in a large non-stick frying pan.,"Wipe out the pan with kitchen paper, then add and heat the remaining 1/2 tbsp of oil.",2
9290,mango-guacamole,Add 1 avocado and process until creamy and smooth;,"fold the onion, coriander and mango into the avocado mixture.",2
9291,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Remove from heat and stir in thyme.,"Cover with a sheet of pastry, trimming off any excess.",2
9292,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Preheat oven to 180 C / Gas 4.,Decorate as much or as little as you like!,2
9293,norwegian-bacon-and-cabbage,Fill the pot with enough water to come about 3/4 up the side.,"Let cool slightly, then stir in the vinegar and sugar.",2
9294,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK",Add the celery and onion and fry gently for about 10 minutes or until softened.,"Garnish with the chopped celery leaves and serve hot, with the rice.",2
9295,mint-chocolate-brownies,Grease a 20x30cm baking dish.,"Cover, and chill for at least 1 hour before cutting into squares.",2
9296,pork-chops-with-normandy-sauce,Heat the butter and oil in a large pan over medium heat.,"Fry the chops until golden, about 3 minutes per side.",2
9297,curly-endive-and-rice-soup,"Cook and stir for a few minutes, until vegetables begin to soften.",Season with salt;,2
9298,cheese-and-broccoli-calzones,"Meanwhile, to make the filling, squeeze out excess water from broccoli.",Spread filling on one half of the circle leaving a border around it for closing.,2
9299,spinach-and-salmon-timbales,Remove from the heat.,"Pour the herb sauce around, garnish with fennel or dill, if using, and serve.",2
9300,crab-topped-fillet-steaks,"Sear steaks on both sides, about 3 minutes per side.",An instant-read thermometer inserted into the centre should read 54 degrees C.,2
9301,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Pour back into sieve.,Turn cake over in tin on a wire rack and let cake hang for 1 hour or until cool.,2
9302,creamy-cole-slaw,Pat dry with kitchen paper.,"Add the onion, mayonnaise and vinegar; toss to coat.",2
9303,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,Roll out the dough into a 15x30cm rectangle.,Roll up the dough like a Swiss roll.,2
9304,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,"Clean the mushrooms, slice them finely and cook in a non-stick pan over medium heat.",Make sure to leave enough bÃ©chamel sauce to cover the top layer completely.,2
9305,best-ever-tiramisu,"Dip sponge fingers, one at a time, in cooled coffee and arrange them in a ceramic (32cm) dish.",Spread half the mascarpone mixture over them and sprinkle some grated chocolate on top.,2
9306,easy-grilled-naan,"Stir in milk, egg, salt and enough flour to make a soft dough (you may not use all of the flour).","Knead for 6 to 8 minutes on a lightly floured surface, or until smooth.",2
9307,chocolate-meringue-morsels,Beat egg whites until stiff.,Gradually beat in the sugar until smooth and glossy.,2
9308,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Mix together turkey mince and OXO&reg; cube in bowl.,"Once set place meatballs on lightly greased tray and cook until meatballs are golden brown, around 30 minutes.",2
9309,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,Sprinkle with the flaked almonds.,Dust with icing sugar before serving.,2
9310,beef-rolls-with-mushroom-stuffing,Heat the 2 tbsp of oil for the stuffing in a large frying pan over a moderate heat.,Pour in the beef stock and sherry and add the bay leaf.,2
9311,Lemon_drizzle_loaf_recipe_-_All_recipes_UK,Prick the surface of the cooled loaf all over with a fork.,"Pour the drizzle over the loaf and allow for it to set (once set, the drizzle will be hard) before removing the loaf from the tin and serving.",2
9312,beef-rolls-with-mushroom-stuffing,"Add the onion and garlic and cook gently, stirring frequently, for 5 minutes, until golden brown.","Heat the remaining oil in the frying pan, add the beef olives and fry them on a moderate heat to brown them all over.",2
9313,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Put the button onions in a bowl and pour over enough boiling water to cover.,"Leave for 2 minutes, then drain.",2
9314,layered-chicken-enchiladas,Spoon 2 to 3 spoonful enchilada sauce mixture over tortilla layer.,"Repeat layering with remaining chicken and 1/3 of the cheese, ending with a layer of tortillas.",2
9315,spinach-lamb-curry,Add the onions and saute until lightly browned.,"saute for a further 2 to 3 minutes, until fragrant.",2
9316,Bread_Machine_Baps_recipe_-_All_recipes_UK,"Remove risen dough from the machine, punch down and turn out onto a lightly floured surface.","Divide the dough into 10 equal pieces, and form into rounds.",2
9317,easy-grilled-naan,"Stir in milk, egg, salt and enough flour to make a soft dough (you may not use all of the flour).",Repeat with remaining dough.,2
