index,recipe_name,sentence1,sentence2,label
6567,aubergine-and-tomato-chutney,Its even better if chilled and served the next day at room temperature.,Add the onion and cook over medium heat for a couple of minutes.,0
6568,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Set aside.,Make a paste with the cocoa and food colouring.,0
6569,vodka-penne,Fill a large pot with lightly salted water and bring to the boil over high heat.,Season finished sauce with salt and pepper.,0
6570,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"You will find your own way of doing it, but I like to take a small amount of turkey, flatten it in the palm of my hand and wrap around the stuffing ball.",Melt butter over a medium heat.,0
6571,cj-s-chicken-in-a-white-wine-and-cream-sauce,I always adjust this as I go along;,"Once the cream is starting to thicken, return the other ingredients to the pan, and continue to simmer gently, gradually adding the remaining cream and wine till the consistency and flavour is to your liking.",0
6572,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"Cook over low heat, stirring constantly, until mixture thickens.",Refrigerate until ready to serve.,0
6573,fresh-berry-cream-topped-jelly-pudding,Put the cream into an electric mixer by itself and blend until it's just starting to thicken then mix in the sugar.,Make up the jelly and pour into two or three glasses.,0
6574,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"In a small bowl, whisk together the eggs and oil.",Preheat oven to 180 C / Gas 4.,0
6575,creamy-cole-slaw,Pour the cabbage and carrots back again into bowl.,),0
6576,mango-crumble,Toss the mango with the lime juice.,Butter a 20cm square cake tin.,0
6577,spinach-and-salmon-timbales,Run a flat-bladed knife around the edges of the dishes to loosen the timbales.,"Stir in the flour, then gradually stir in the milk and bring to the boil, stirring constantly.",0
6578,creamy-chicken-and-sweetcorn-soup,Cook onion and shallots in butter until translucent.,"Remove from heat, cool slightly and strain.",0
6579,mango-crumble,Butter a 20cm square cake tin.,Preheat the oven to 180 C / Gas 4.,0
6580,Spinach_and_mango_salad_recipe_-_All_recipes_UK,"In a medium bowl, toss the red wine vinegar mixture with the spinach and mangos.",Preheat oven to 190 C / Gas mark 5.,0
6581,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,The cake can be kept in an airtight tin for up to 2 days.,Leave to cool.,0
6582,victoria-sponge-cake-with-buttercream,Continue till smooth.,Divide the mixture between the cake tins and gently spread out with a spatula.,0
6583,Carrot_cake_recipe_-_All_recipes_UK,Stir in carrots and fold in pecans.,Grease and flour a 23x33cm baking tin.,0
6584,Italian_style_pizza_recipe_-_All_recipes_UK,Sprinkle the base with semolina and flip onto your tray.,Alternately you can blitz all the ingredients in a mini blender.,0
6585,quick-mince-hotpot,Drain and allow to cool before slicing.,"Warm a little oil in a wok over a medium heat then add the beef mince and brown, breaking apart with a wooden spoon, until no longer pink.",0
6586,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,Preheat the oven to 160 C / Gas mark 3.,"Add chicken pieces, and fry until lightly browned on the outside.",0
6587,Chocolate_cake_with_chocolate_buttercream_recipe_-_All_recipes_UK,Grease and flour two 23cm cake tins.,Preheat oven to 180 C / Gas 4.,0
6588,dairy-and-egg-free-chocolate-cake,"Add water, vegetable oil, vinegar and vanilla.",Preheat the oven to 180 C / Gas 4.,0
6589,sicilian-braccialoni,Drain.,Remove meat from the sauce to a serving plate and let stand for 15 minutes.,0
6590,spinach-and-salmon-timbales,Cut the salmon into 1 cm (1/2 in) dice and mix with the remaining ricotta cheese and beaten egg.,Rinse the spinach and place in a large saucepan.,0
6591,dal-fritters,"If you have a burger press, this would be ideal, if not, place a large tablespoon's worth of mixture onto some cling film and press into a small patty.",This should give you a consistency of couscous.,0
6592,Pancakes_for_Pancake_Tuesday_recipe_-_All_recipes_UK,Add a small knob of butter and swirl the pan to coat the bottom.,Sift the flour and salt into a mixing bowl.,0
6593,spinach-and-salmon-timbales,Cut the salmon into 1 cm (1/2 in) dice and mix with the remaining ricotta cheese and beaten egg.,"Preheat the oven to 200°C (400°F, gas mark 6).",0
6594,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,"Using the same whisk, whisk the egg yolks with the remaining caster sugar in another bowl for 2-3 minutes or until pale and quite thick.","Finely chop the oranges in a food processor or blender, or with a large knife.",0
6595,Carrot_cake_recipe_-_All_recipes_UK,"To Make topping: In a medium bowl, combine butter, cream cheese, icing sugar and 1 teaspoon vanilla.","In a large bowl, beat together eggs, oil, caster sugar and 2 teaspoons vanilla.",0
6596,easy-student-potato-wedges,"Pour the seasoning into a bowl, and coat the potato wedges lightly.",Preheat the oven to 200 C / Gas 6.,0
6597,somalian-sambusa,"In a small dish or cup, mix together the flour and water to make a thin paste.",Heat olive oil in a large frying pan over medium heat.,0
6598,cj-s-chicken-in-a-white-wine-and-cream-sauce,I always adjust this as I go along;,"There is no ""Right"" or ""Wrong"" result, just keep tasting!",0
6599,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,I would cut to 1 inch in length pieces as we don't want them to breakdown too much in the stew.,"Now to prep the vegetables; finely slice the onions, finely chop the garlic and cut the potatoes, carrots and leeks into roughly the same larger cuts.",0
6600,kahlua-bread-pudding,Boil for 1 minute.,Let stand 30 minutes.,0
6601,spinach-and-salmon-timbales,"Stir in the fennel or dill, grated lime zest and seasoning to taste until thoroughly combined.",Shake the pan occasionally so that the spinach cooks evenly.,0
6602,Cashew_chicken_stir_fry_recipe_-_All_recipes_UK,"Cook and stir until the chestnuts are hot, and the onion has softened, about 5 minutes more.","Dissolve the cornflour in the chicken stock, and stir in the soy sauce, ginger and chilli sauce; set aside.",0
6603,mint-roasted-rack-of-lamb,"In a bowl, combine 3 tablespoons oil with the the rosemary, garlic and 2 tablespoons mint sauce.",Line a baking tray or roasting tin with aluminium foil.,0
6604,family-friendly-cottage-pie,Do not drain the water.,Add water to just cover the carrots.,0
6605,sicilian-braccialoni,Carve the meat into slices about 1.25cm thick.,Drain.,0
6606,pumpkin-in-ginger-sauce,"In the meantime, cook and stir the onion until soft.",Preheat the oven to 180 C / Gas 4.,0
6607,malteaser-cake-bake,.,"Add, butter, golden syrup and milk chocolate into a pan and place over a low heat.",0
6608,Perfect_apple_crumble_recipe_-_All_recipes_UK,Set the temperature of the oven to 150 C / gas 2.,Put the apples into the serving dish and allow to cool.,0
6609,chocolate-meringue-morsels,Beat egg whites until stiff.,Preheat oven to 130 C / Gas 1/2 and line a baking tray with baking parchment.,0
6610,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,"In a small bowl, whisk egg and water to form an egg wash.",Preheat oven to 180 C / Gas 4.,0
6611,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Mix together turkey mince and OXO&reg; cube in bowl.,") Add onion, sage, salt and pepper.",0
6612,veal-sweetbreads-with-morel-mushrooms,Mix well.,Dredge sweetbreads with flour.,0
6613,Pasta_salad_with_tuna_mayonnaise_recipe_-_All_recipes_UK,Remove the shell from the hard-boiled eggs and cut into quarters.,Finely dice the cucumber without removing the skin.,0
6614,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,( If mixture is too dry add a little bit of water.,Allow toasted bread to sit overnight and go hard.,0
6615,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,"Sift together the flour, baking powder, bicarbonate of soda, cocoa and salt.",Preheat the oven to 180 degrees C (gas mark 4).,0
6616,salmon-fillet-in-a-lemon-thyme-cream-sauce,The time this takes will depend on the thickness of the salmon fillet.,Flip back to skin side down and continue to cook until the fish is an even pink colour throughout and the flesh flakes easily with a fork.,0
6617,spinach-and-salmon-timbales,Shake the pan occasionally so that the spinach cooks evenly.,"Cook the lasagne in boiling water for 3-5 minutes, or according to the packet instructions, until al dente.",0
6618,gingerbread-bear-biscuits,Preheat oven to 325 degrees F (165 degrees C).,Stir the egg and vanilla into the melted mixture until smooth.,0
6619,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"( If you want your stuffing crunchy, at this point put your stuffing balls into a medium oven for 5 to 10 minutes, until balls have browned instead of refrigerating.",Remember it will thicken as it chills.,0
6620,apple-flapjack,"Cool for 5 to 10 minutes before cutting into pieces, then leave to cool again.",You don't have to peel them.,0
6621,Chocolate_fairy_cakes_recipe_-_All_recipes_UK,"In a large bowl, cream together the butter and sugar until light and fluffy.",Set aside.,0
6622,kahlua-bread-pudding,Combine remaining sugar and cinnamon in a bowl.,Grease a baking dish.,0
6623,aubergine-and-tomato-chutney,Keeps for a few days in the fridge.,Heat the oil in a saucepan.,0
6624,japanese-chicken-and-tofu-burgers,"While the burgers are cooking, roll up shiso leaves and cut them into very thin strips.","Cook for 5 minutes, flip them over.",0
6625,paganpete-s-simple-sausage-stew,Par boil potatoes and carrots for 10 minutes.,"Roughly slice white and red onions and garlic, put into a bowl, add mixed herbs, Cumin, Coriander, Mustard, Tomato puree and Worcestershire sauce - mix together and fry in a pan containing the Sunflower or Olive oil for about 5 minutes - put back into bowl and leave to one side.",0
6626,Italian_style_pizza_recipe_-_All_recipes_UK,"Just put some olive oil in a bag and spread it around on the inside, then store the dough ball in the sealed bag in the freezer.",At this point you can also freeze the unrolled dough balls for future use.,0
6627,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"( If you want your stuffing crunchy, at this point put your stuffing balls into a medium oven for 5 to 10 minutes, until balls have browned instead of refrigerating.",Add chicken stock (little bit at a time) and egg to bread crumbs and mix.,0
6628,Katherine's_chocolate_truffles_recipe_-_All_recipes_UK,Add the crumbs and flavourings to the melted cake covering and mix thoroughly.,Be careful not to over-cook this or crystals will begin to form.,0
6629,Pasta_salad_with_tuna_mayonnaise_recipe_-_All_recipes_UK,"Add the lemon juice to taste, capers or wine vinegar, and mayonnaise and blend together until smooth and creamy.",Drain well in a colander.,0
6630,egg-and-bacon-breakfast-parcels,Don't worry if it leaks a bit.,Spoon one tablespoon of cr竪me fra樽che into each unit and divide the fried onion mixture between the six units.,0
6631,crab-topped-fillet-steaks,"Transfer steaks to an oiled baking tin and roast in the middle of the preheated oven until they start to firm and are reddish-pink and juicy in the centre, about 10 minutes.",Set aside until ready to serve.,0
6632,spinach-and-salmon-timbales,"Lay 2 lasagne strips in each spinach-lined ramekin, overlapping them in a cross shape.",Chop the remaining spinach and set aside.,0
6633,victoria-sponge-cake-with-buttercream,Add the icing sugar whilst beating.,Preheat the oven to 180 C / Gas 4.,0
6634,tuna-cream-cheese-pasta-bake,"Meanwhile, in an ovenproof baking dish mix the tuna, sweetcorn, onion, garlic, chilli, mayo and cream cheese.",Preheat the oven to 180 C / Gas 4.,0
6635,vanilla-cupcakes-with-vanilla-buttercream,Pour one-third of the egg-milk mixture into the flour mixture and stir with the spatula.,Line a muffin tin with paper cases.,0
6636,baked-tilapia-with-mango-salsa,"In a shallow baking dish, combine the olive oil, orange zest, orange juice, salt, pepper and crushed chillies.",Preheat the oven to 200 C / Gas 6.,0
6637,Sausage_and_leek_casserole_with_parsley_dumplings_recipe_-_All_recipes_UK,We can now make the parsley dumplings.,"Again, once browned add to the casserole dish - deglaze the pan with a little stock (or white wine if you have) and also add to the casserole dish.",0
6638,salmon-fillet-in-a-lemon-thyme-cream-sauce,Stir for 4 to 6 minutes.,Flip back to skin side down and continue to cook until the fish is an even pink colour throughout and the flesh flakes easily with a fork.,0
6639,the-best-ever--on-this-earth--chewy-brownies,Sift flour over top and fold in gently.,Add cocoa and stir until well blended and smooth;,0
6640,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,"In a small bowl, mix together the hoisin sauce, oyster sauce, sugar and shaoxing wine to make the sauce.","Meanwhile, blanch the cabbage and carrots in boiling water for 3 minutes.",0
6641,baked-onion-bhajis,Line a large baking tray with baking parchment.,Preheat the oven to 200 C / Gas 6.,0
6642,Cheesy_Spinach_Pasta_Bake_recipe_-_All_recipes_UK,"Bring 125ml water to the boil in a saucepan, and cook the spinach 4 to 6 minutes, until tender.","Cook pasta in boiling water for 8 to 10 minutes, or until al dente; drain.",0
6643,egg-and-bacon-breakfast-parcels,Don't worry if it leaks a bit.,Seal by gently pressing down and tucking bread into sides.,0
6644,sicilian-braccialoni,Bring a large pot of lightly salted water to the boil.,Roll the meat up into a tight roll and secure with kitchen twine.,0
6645,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,"When peppers are done, remove from oven and set aside to cool.","Bring to the boil, cover and simmer.",0
6646,pete-s-pulled-pork--slow-cooker-style,"The pork should soak all the stock up, don't add so much that it is sitting in stock.",Pour over the broth.,0
6647,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Pre-heat oven to 180 C / Gas 4.,"You will find your own way of doing it, but I like to take a small amount of turkey, flatten it in the palm of my hand and wrap around the stuffing ball.",0
6648,khoresht-fesenjaan--persian-chicken-with-pomegranate-sauce-,This can be done in small batches if necessary.,"Reduce heat to low, and simmer for about 30 minutes, adding more water if necessary to keep the mixture from drying out.",0
6649,warm-potato-salad-with-mackerel,Halve the cucumber and use a teaspoon to scoop out the seeds.,"Cover with boiling water from the kettle, return to the boil and simmer for 15 minutes or until the potatoes are just tender.",0
6650,beef-rolls-with-mushroom-stuffing,Season to taste.,"( If your frying pan is not big enough, transfer the vegetables and beef olives to a large flameproof casserole.",0
6651,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,"Add the pork, onions, and crushed chilli flakes to the oil; cook until the pork is browned completely.","Cook the noodles uncovered, stirring occasionally, until cooked through, but still firm to the bite, about 5 minutes.",0
6652,Katherine's_chocolate_truffles_recipe_-_All_recipes_UK,Place the uncovered truffles onto a wire rack and dip a teaspoon into the meted cake covering and drizzle over the truffles (this could also be done using a piping bag).,Be careful not to over-cook this or crystals will begin to form.,0
6653,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,Heat the same frying pan with 1 tablespoon oil over high heat.,Set aside.,0
6654,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,"In a large frying pan, heat 1 tablespoon oil over high heat.","Mix in the pork, let marinate for 15 minutes.",0
6655,vanilla-cupcakes-with-vanilla-buttercream,Pour one-third of the egg-milk mixture into the flour mixture and stir with the spatula.,Preheat oven to 160 C / Gas 2.,0
6656,layered-chicken-enchiladas,"Whisk honey, lime juice, chilli powder and garlic together in a bowl;",Place shredded chicken in a bowl.,0
6657,beef-rolls-with-mushroom-stuffing,"Meanwhile, lay the beef slices between sheets of greaseproof paper or cling film and bash out as thinly as possible using a rolling pin.","Add the onion and garlic and cook gently, stirring frequently, for 5 minutes, until golden brown.",0
6658,Mum’s_apricot_Chelsea_buns_recipe_-_All_recipes_UK,( See picture ),Add in the warm milk yeast mixture and turn the processor on for 2 minutes until the flour mixture forms into a soft dough.,0
6659,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"Once balls are entirely covered in turkey, place in freezer for 30mins (fridge for an hour or so) until set.",Mix together on a medium high heat and let simmer until the desired consistency is achieved.,0
6660,cj-s-chicken-in-a-white-wine-and-cream-sauce,Enjoy.,I always adjust this as I go along;,0
6661,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Mixture should be moist but not sloppy.,Melt butter over a medium heat.,0
6662,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Set aside to cool completely.,Make a paste with the cocoa and food colouring.,0
6663,japanese-chicken-and-tofu-burgers,Heat a frying pan over medium heat with oil.,Get your hands dirty!,0
6664,layered-chicken-enchiladas,Mix enchilada sauce and cream together in a shallow bowl.,Preheat oven to 180 C / Gas 4.,0
6665,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,"In a large frying pan, heat 1 tablespoon oil over high heat.","In a small bowl, mix together the hoisin sauce, oyster sauce, sugar and shaoxing wine to make the sauce.",0
6666,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,Rinse under cold water to cool.,"Mix in the pork, let marinate for 15 minutes.",0
6667,moules,"When all of the mussels are open, remove from the pan using a slotted spoon, and start enjoying your meal.",This part may be done a couple of hours ahead of time if the mussels are stored in a cool place.,0
6668,smoked-cod--garlic-mash-and-parsley-sauce,"Add salt, pepper and finely chopped garlic, stir to combine.","Melt the margarine in a saucepan, then add the flour to create a thick paste.",0
6669,cinnamon-nut-crunch-cake,"Grease and base line a 23cm (9 "") square cake tin with baking parchment.",Cream butter and sugar.,0
6670,egg-and-bacon-breakfast-parcels,Don't worry if it leaks a bit.,Carefully break an egg in each unit.,0
6671,creamy-cole-slaw,( Can be stored in a zipper-lock bag and refrigerated overnight.,"Let it stand until cabbage wilts, at least 1 hour and up to 4 hours.",0
6672,No_pastry_apple_pie_recipe_-_All_recipes_UK,Mix well.,Fill 2/3 of the dish with sliced apples.,0
6673,sicilian-braccialoni,"Add spaghetti and cook until tender, about 7 minutes.","Pound steak as thin as possible, around 5mm thick.",0
6674,mint-chocolate-brownies,"In a large bowl, cream together 200g sugar and 110g of softened butter until smooth.",Preheat oven to 180 C / Gas 4.,0
6675,spinach-and-salmon-timbales,"Cut the remaining 2 strips of pasta across in half and lay a piece in each ramekin, pressing it in neatly on top of the salmon mixture.","Preheat the oven to 200°C (400°F, gas mark 6).",0
6676,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,Pour the pan contents into a pie dish.,Preheat oven to 180 C / Gas 4.,0
6677,curly-endive-and-rice-soup,Season with salt;,Warm the stock in a saucepan over medium heat.,0
6678,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"To make icing: In a saucepan, combine the milk and flour.",Pour the mixture evenly into the 2 cake tins.,0
6679,warm-potato-salad-with-mackerel,Break the flesh into bite sized pieces and place in a large bowl.,Thickly slice the potatoes and place in a pan.,0
6680,Homemade_pizza_base_recipe_-_All_recipes_UK,Preheat oven to 200 C / Gas mark 6.,Let stand 10 minutes.,0
6681,delicious-vanilla-cupcakes,"( If the mixture is too thick, you can add a bit of milk.",Add the eggs bit by bit.,0
6682,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Mix together turkey mince and OXO&reg; cube in bowl.,Mixture should be moist but not sloppy.,0
6683,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"To make icing: In a saucepan, combine the milk and flour.","Stir together bicarbonate of soda and vinegar, then gently fold this into the cake mixture.",0
6684,creamy-chicken-and-sweetcorn-soup,Cook onion and shallots in butter until translucent.,Place chicken carcass (and any leftover skin and meat and other bones) in a large pot and cover with cold water.,0
6685,vanilla-cupcakes-with-vanilla-buttercream,For the buttercream: Beat the butter for 2-3 minutes until fluffy.,"Use a skewer to test if the muffins are done in the middle - when the skewer comes out clean, they are ready.",0
6686,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,Remove the beef from the marinade and pat dry on kitchen paper.,Put the button onions in a bowl and pour over enough boiling water to cover.,0
6687,cj-s-chicken-in-a-white-wine-and-cream-sauce,"if yIu think it needs more garlic or wine, then add some!",it's all in the taste.,0
6688,new-twist-tuna-nicoise-salad,"Boil the eggs, peel and cut in half once cooled;","Brush a little olive oil (or if you prefer, rapeseed oil or avocado oil) over your tuna steak.",0
6689,"Best_big,_fat,_chewy_chocolate_chip_cookies_recipe_-_All_recipes_UK",Stir in the chocolate chips by hand using a wooden spoon.,Preheat the oven to 170 C / Gas mark 3.,0
6690,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"Beat in the eggs one at a time, then stir in the cocoa mixture.",Preheat oven to 180 C / Gas 4.,0
6691,new-twist-tuna-nicoise-salad,"Boil the eggs, peel and cut in half once cooled;","Mix salt and pepper, lemon salt, paprika, crushed hazelnuts and nigella seeds (the latter can be replaced with black sesame seeds).",0
6692,egg-and-bacon-breakfast-parcels,Don't worry if it leaks a bit.,Lightly butter the remaining slices of bread and remove crusts.,0
6693,Pico_de_gallo_chicken_quesadillas_recipe_-_All_recipes_UK,Put the remaining 1 tablespoon of olive oil in the hot pan and saute the sliced onion and green pepper until tender.,"For the pico de gallo: In a small bowl, combine tomatoes, onion, lime juice, coriander, fresh chilli, salt and pepper.",0
6694,spinach-and-salmon-timbales,Cut the salmon into 1 cm (1/2 in) dice and mix with the remaining ricotta cheese and beaten egg.,Drain well.,0
6695,pete-s-pulled-pork--slow-cooker-style,"Place the lid back on and let it all warm through again, about 20 minutes.",Note: I missed the ketchup from the photo: ),0
6696,Clone_of_a_cinnabon_recipe_-_All_recipes_UK,"In a small bowl, combine brown sugar / cinnamon.",Place ingredients for dough in the pan of the bread machine in the order recommended by the manufacturer.,0
6697,pete-s-pulled-pork--slow-cooker-style,Basically you can leave it in there for 8 to 10 hours if you want so you can do this on a work day in the morning and come home to yummy pulled pork.,While the pork is browning chop your onion and crush the garlic.,0
6698,vegan-carob-sauce,!,"Put milk powder, ground pecans and carob chunks in a small pot with a little of the water and melt together on low heat.",0
6699,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,"To make icing: In a saucepan, combine the milk and flour.","Beat in the buttermilk mixture alternately with the flour, mixing each time.",0
6700,Bacon_and_cheese_pasta_bake_recipe_-_All_recipes_UK,Stir in 2/3 of the grated Cheddar cheese and stir until melted.,Preheat oven to 180 C / Gas 4.,0
6701,Sweet_and_Spicy_Pork_Stir_Fry_with_Chinese_Noodles_recipe_-_All_recipes_UK,Allow to marinate for 5 minutes.,Fill a large pot with lightly salted water and bring to a rolling boil over high heat.,0
6702,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Carefully roll stuffing balls in turkey until fully covered.,Remove from heat and let cool (or make up to 1 week ahead of time).,0
6703,crunchy-cod,Heat oil in large heavy frying pan over medium heat.,Add cod fillets and marinate 5 minutes.,0
6704,cj-s-chicken-in-a-white-wine-and-cream-sauce,I always adjust this as I go along;,Brown the diced chicken breasts in a little butter and oil in a large frying pan or wok.,0
6705,crunchy-cod,Heat oil in large heavy frying pan over medium heat.,"In a medium bowl, combine milk and lemon juice.",0
6706,Pork_and_vegetables_in_hoisin_sauce_recipe_-_All_recipes_UK,"Stir in the onion and salt, cook until soft, 3-4 minutes.",Rinse under cold water to cool.,0
6707,coriander-chicken,"In a separate small bowl, combine the cashews with the cream.",Combine the garlic and ginger and rub over the chicken.,0
6708,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Pre-heat oven to 180 C / Gas 4.,( If mixture is too dry add a little bit of water.,0
6709,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,"( If you want your stuffing crunchy, at this point put your stuffing balls into a medium oven for 5 to 10 minutes, until balls have browned instead of refrigerating.","Roll mixture into small balls (1/2 "" across max) and place in fridge to set for 1 hour, or until firm.",0
6710,family-friendly-cottage-pie,Do not drain the water.,Bring to the boil and cook till tender.,0
6711,Favourite_red_velvet_cake_recipe_-_All_recipes_UK,Make a paste with the cocoa and food colouring.,Preheat oven to 180 C / Gas 4.,0
6712,victoria-sponge-cake-with-buttercream,"For the filling: place butter in a bowl and beat for 5 minutes, till very pale and fluffy.","Bake for 20-25 minutes, or until golden-brown on top and a skewer inserted into the middle comes out clean.",0
6713,Vegetarian_mushroom_pie_recipe_-_All_recipes_UK,"In a small bowl, whisk egg and water to form an egg wash.",Stir in soy sauce and balsamic vinegar.,0
6714,vodka-penne,"Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through but is still firm to the bite, about 10 minutes.","Stir in the onion and cook and stir until softened, about 5 minutes.",0
6715,dreamy-delight,"Whip up Dream Topping, following the instructions on the packet.",Tip into a greased rectagular glass dish and pat down till flat and level.,0
6716,Garlic_roast_potatoes_recipe_-_All_recipes_UK,Place the potatoes and peeled garlic cloves in a roasting tin or ovenproof dish.,Meanwhile preheat the oven to 240 degrees C / Gas 9.,0
6717,Tri-colour_roasted_pepper_soup_recipe_-_All_recipes_UK,"Bring to the boil, cover and simmer.","Halve all peppers, remove seeds and peel garlic.",0
6718,Peanut_chicken_satay_recipe_-_All_recipes_UK,Preheat barbecue to high heat.,Let the chicken marinate at least 2 hours; overnight is best.,0
6719,peach-pudding,Add caster sugar gradually whilst whisking until all combined.,Once sauce has thickened place over peach slices and leave to cool.,0
6720,best-ever-tiramisu,"Dip sponge fingers, one at a time, in cooled coffee and arrange them in a ceramic (32cm) dish.","In a separate bowl, beat egg whites until stiff.",0
6721,"Best_big,_fat,_chewy_chocolate_chip_cookies_recipe_-_All_recipes_UK",Grease baking trays or line with parchment.,Preheat the oven to 170 C / Gas mark 3.,0
6722,spinach-and-salmon-timbales,Cover and cook over a moderately high heat for 2-3 minutes (the water clinging to the leaves will provide enough moisture).,"Cook the lasagne in boiling water for 3-5 minutes, or according to the packet instructions, until al dente.",0
6723,spinach-and-salmon-timbales,Rinse the spinach and place in a large saucepan.,"Preheat the oven to 200°C (400°F, gas mark 6).",0
6724,Bread_Machine_Baps_recipe_-_All_recipes_UK,"Meanwhile, preheat oven to 180 C / Gas mark 4.","Place the bread flour, sugar, salt, milk powder, water, butter, and yeast in the pan of the bread machine in the order recommended by the manufacturer.",0
6725,easy-chicken-coconut-curry,Thinly slice carrots and celery.,Heat oil in frying pan over medium high heat.,0
6726,German_potato_salad_recipe_-_All_recipes_UK,Just mix it all together in a bowl.,"If you prefer, you can slice them rather than halve them.",0
6727,barbecued-teriyaki-tuna-steaks,"Meanwhile, preheat the barbecue for high heat and lightly oil the cooking grate.",Place the tuna in the bag.,0
6728,beef-rolls-with-mushroom-stuffing,),Remove from the pan using a draining spoon and set aside.,0
6729,spinach-and-salmon-timbales,"Stir in the fennel or dill, grated lime zest and seasoning to taste until thoroughly combined.",Drain well.,0
6730,Ultimate_sponge_cake_recipe_-_All_recipes_UK,Loosen cake sides from tin with a spatula and shake loose.,Do not stir or beat.,0
6731,family-friendly-cottage-pie,"Meanwhile, add the carrots to a small pan.",Place the potatoes in a pan of water.,0
6732,stuffing-stuffed-turkey-meatballs-with-cranberry-sauce,Enjoy and feel Christmasy!,"You will find your own way of doing it, but I like to take a small amount of turkey, flatten it in the palm of my hand and wrap around the stuffing ball.",0
6733,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,Grease a baking dish with a little bit of butter.,Season with salt and a little nutmeg then bring to boil,0
6734,sprouted-mung-bean-salad,Optional: heat 2 teaspoons of olive oil in a small pan.,Just before serving add lemon juice and salt.,0
6735,egg-and-bacon-breakfast-parcels,Don't worry if it leaks a bit.,Place plate on top on top of loaf and flip over (invert) to remove cooked surprise.,0
6736,coriander-chicken,"Meanwhile, place the coriander, cumin, chilli and lemon juice in a blender and purée until smooth, adding some water if necessary.",Place the chicken in a 23x33cm (9x13 in) baking dish and set aside.,0
6737,the-best-ever--on-this-earth--chewy-brownies,Sift flour over top and fold in gently.,set aside.,0
6738,coriander-chicken,"Then bake, uncovered, for 15 more minutes, allowing the liquid in the dish to thicken slightly to a sauce.",Set this aside for later.,0
6739,brandied-chestnut-and-mushroom-terrine,"Break the chestnuts into pieces and stir them into the mushroom mixture with the egg, breadcrumbs, chestnut pur辿e, orange zest and juice, parsley, thyme and salt and pepper to taste, using a wooden spoon to break up the chestnut pur辿e.","Heat the oven to 180属C (350属F, gas mark 4).",0
6740,Slow-braised_beef_and_barley_recipe_-_All_recipes_UK,"Leave for 2 minutes, then drain.","Put the beef in a bowl with the garlic, bay leaves, juniper berries and thyme.",0
6741,"Normandy_pork_casserole_with_apples,_celery_and_walnuts_recipe_-_All_recipes_UK","About 25 minutes before the end of the cooking time, quarter and core the apples but do not peel them.",Add the celery and onion and fry gently for about 10 minutes or until softened.,0
6742,Spanish_orange_and_almond_cake_recipe_-_All_recipes_UK,The cake can be kept in an airtight tin for up to 2 days.,"Gradually whisk in half the caster sugar, then whisk for 1 minute.",0
6743,Baked_lasagne_with_Bolognese_sauce_and_mushrooms_recipe_-_All_recipes_UK,",","Once the meat has reached a brown colour, pour in the wine and let it reduce.",0
6744,mint-chocolate-brownies,"In a small bowl over simmering water, or in the microwave, melt the remaining 90g of butter and the chocolate, stirring occasionally until smooth.",Spread the brownie mixture evenly into the prepared dish.,0
